pos,label,n,AUPRC,F1,G-Mean,Recall,Presicion,infer_ms_per_tx
1,2025-W18,17279,0.7665799594430388,0.7770961145194274,0.8177223366562709,0.6705882352941176,0.9238249594813615,25.933400000212714
2,2025-W19,20038,0.7881665244705583,0.7870967741935484,0.830319681201419,0.6917525773195876,0.9129251700680272,27.65939999881084
3,2025-W20,20160,0.7863918114599548,0.7875586854460094,0.8299442160326093,0.6910401647785788,0.9154160982264665,28.199700000186567
4,2025-W21,20197,0.7767590362533059,0.7757287328970851,0.8194003966525429,0.6735537190082644,0.9144460028050491,32.64939999826311
5,2025-W22,20225,0.7733744664568154,0.7709880068532268,0.8172522147490935,0.6703078450844091,0.907258064516129,26.697499999499996
6,2025-W23,20123,0.7679198176777114,0.7717003567181926,0.8166219349125233,0.6690721649484536,0.9115168539325843,29.076899998472072
7,2025-W24,19898,0.7752928365131034,0.7738023044269254,0.8165481508541451,0.6687631027253669,0.9179856115107914,26.002999999036547
8,2025-W25,20132,0.7694286300485698,0.7800121876904327,0.8196908305185991,0.6736842105263158,0.9261939218523878,26.431599999341415
9,2025-W26,19947,0.692031210644628,0.738404452690167,0.821517537968209,0.6799544419134397,0.8078484438430311,27.57449999990058
10,2025-W27,20063,0.201267039226732,0.3449508489722967,0.8940797637137302,0.8283261802575107,0.2178329571106095,26.489400001082686
11,2025-W28,20002,0.396148273400941,0.5560117302052786,0.9234473116676972,0.8843283582089553,0.40547476475620187,26.31900000051246
12,2025-W29,20267,0.49442497850489986,0.647010647010647,0.912748355031834,0.8662280701754386,0.5163398692810458,28.369699999529985
13,2025-W30,19810,0.591268141471841,0.7485677912157861,0.9285523572989635,0.8936170212765957,0.6440306681270537,25.408899999092682
14,2025-W31,20260,0.6351037347082378,0.7724980090257499,0.9161547420260497,0.8691756272401434,0.6951743908265647,29.336800000237417
15,2025-W32,20079,0.662864851680157,0.7878648586531832,0.914392656162654,0.8678481012658228,0.7213804713804713,26.07769999849552
16,2025-W33,19787,0.691968011630657,0.8111022364217252,0.9156594106543819,0.8705529361337334,0.7592523364485981,30.20950000063749
17,2025-W34,20194,0.7182925265834392,0.8233002832861189,0.9154628326190846,0.8704605016847623,0.7809875713805845,31.73100000094564
18,2025-W35,20014,0.6843430113964364,0.7954496673105816,0.9183435393345428,0.8773674242424242,0.7275225755791127,29.62630000001809
19,2025-W36,20052,0.3009765700263164,0.4761133603238866,0.9280457160661204,0.92018779342723,0.3211359912616057,57.86189999889757
20,2025-W37,20062,0.4207249437802048,0.5716117999144934,0.9110265656350217,0.9239806496199032,0.41380377592076756,26.453899999978603
21,2025-W38,20001,0.441246863030496,0.6134949752751635,0.8975334016624312,0.9218600191754555,0.45971790580922783,26.91159999994852
22,2025-W39,20098,0.4949609079558161,0.6380303823991619,0.8863709153611766,0.9202871174914998,0.4882742032471437,25.260599999455735
23,2025-W40,20035,0.5229738821755492,0.6669496922097219,0.8785889408802069,0.9359547214775097,0.5180544105523496,24.451700001009158
24,2025-W41,20098,0.5308762866582898,0.6757314328582146,0.8668018419400101,0.9365739537301794,0.5285316121461053,23.925699999381322
25,2025-W42,19932,0.5547282805712409,0.6898033382911916,0.8538244501864991,0.9411499436302142,0.5444111125603235,24.002000000109547
26,2025-W43,19948,0.5579917553857243,0.6952286736169241,0.842203507819768,0.941273439109829,0.5511583011583011,24.264400000902242
27,2025-W44,22522,0.6057685366610119,0.7269092363054778,0.9299027529209506,0.9588607594936709,0.5853187379265937,33.9034000007814
28,2025-W45,23973,0.7578684039984105,0.7825390468562274,0.9881230681314579,1.0,0.6427631578947368,31.374199999845587
29,2025-W46,23876,0.7369831671611196,0.7893626002532714,0.9890644825439222,1.0,0.6520223152022315,31.89820000079635
30,2025-W47,23912,0.7387783523756905,0.7781181619256018,0.9889279767485266,1.0,0.6368194842406877,30.834900000627385
31,2025-W48,24987,0.7659645953955356,0.7931464174454829,0.9859004324203017,1.0,0.6572018585441404,34.122999999453896
32,2025-W49,27219,0.7789417250745263,0.7956219743211955,0.9806449384168601,1.0,0.6606081789584062,37.640700000338256
33,2025-W50,27289,0.7903705808307435,0.7989701780733748,0.9814017567283492,1.0,0.6652375848517328,35.58999999950174
34,2025-W51,27168,0.7977486010239496,0.8012409513960703,0.9807710914032456,1.0,0.668391994478951,35.393599999224534
35,2025-W52,27100,0.8030593861224105,0.805360824742268,0.9810508299279374,1.0,0.6741456679323438,34.019000000625965
36,2026-W01,21106,0.44548671473811136,0.5687732342007435,0.9617463609166151,0.95625,0.40476190476190477,30.79509999952279
37,2026-W02,19901,0.37106790044774157,0.551332955190017,0.9189521917659963,0.8772563176895307,0.40198511166253104,25.875200000882614
38,2026-W03,19986,0.4920085219420656,0.6551582408549116,0.9188356741595615,0.8777533039647577,0.5226229508196721,26.17649999956484
