pos,label,n,AUPRC,F1,G-Mean,Recall,Presicion,infer_ms_per_tx
43,2026-W08,19871,0.9020632088513602,0.5177865612648221,0.8290698247143198,0.9509981851179673,0.3557365919891378,0.9840000002441229
44,2026-W09,20377,0.8456382646372063,0.37700780174391924,0.8229406702116663,0.9491623339110341,0.23521832498210452,1.373799999782932
45,2026-W10,20225,0.428053184334332,0.1035663338088445,0.8105463975605601,0.9603174603174603,0.05473462002412545,1.2456999993446516
46,2026-W11,19956,0.48922101404395696,0.1926638604930848,0.7937111260604457,0.9685610640870617,0.10697115384615384,1.012000000628177
47,2026-W12,19948,0.4841859406621475,0.24823517016120536,0.772447614012581,0.9600651996740016,0.1425459825750242,1.009199999316479
48,2026-W13,19976,0.5241617322304377,0.299152463444165,0.759156877625768,0.9739235900545785,0.17671654929577466,1.0891999991144985
49,2026-W14,20422,0.5128327198737097,0.30098809222194073,0.7318855458499928,0.9596122778675282,0.17848557692307693,1.0326999999961117
50,2026-W15,20119,0.4992831521012372,0.30022183879714076,0.7196303876248329,0.9656448202959831,0.17774102539157505,1.0237000005872687
51,2026-W16,20109,0.5405734879931368,0.3166732673267327,0.71619538252151,0.97702834799609,0.18895925890915966,1.0089000006701099
52,2026-W17,19878,0.5328921019721417,0.2931114912144301,0.6945236809350914,0.9721505930892212,0.1725716378284354,1.0248999988107244
53,2026-W18,19974,0.5432649826389407,0.22535717494833318,0.7301613608741943,0.9874015748031496,0.12719342732528655,1.0442000002512941
54,2026-W19,19870,0.826926231512695,0.18403999259396409,0.7301081092822278,1.0,0.10134584013050571,0.9981000002881046
55,2026-W20,20229,0.7997088992564686,0.17049995559896988,0.7177964330797055,1.0,0.09319483545286865,1.0431000009702984
56,2026-W21,20082,0.8128370118833059,0.1733102253032929,0.7071438364351613,1.0,0.09487666034155598,1.010399999358924
57,2026-W22,20105,0.8226672332039279,0.16129841880699405,0.6901124249588596,1.0,0.08772408772408773,0.9663000000728061
58,2026-W23,20103,0.813071166115621,0.16382699868938402,0.6823735561290254,1.0,0.08922198429693076,1.0657000002538553
59,2026-W24,19956,0.8169501970600465,0.1550313716146454,0.6629197479350862,1.0,0.08402927249246664,1.1897999993379926
60,2026-W25,20171,0.7992732281935863,0.1493678788824723,0.6578034045504791,1.0,0.0807118158050097,1.0551999985182192
61,2026-W26,20063,0.8230976592265513,0.14990555345674347,0.6403488640697189,1.0,0.08102589234664706,1.027500000418513
62,2026-W27,20173,0.7833217289117617,0.03447461629279811,0.6097610257499857,0.9647577092511013,0.017550889565635518,1.0671999989426695
63,2026-W28,19923,0.8301171381480623,0.08532653520281923,0.6003956292155888,0.9743150684931506,0.04461695287383361,1.0828000013134442
64,2026-W29,20103,0.8510773474836104,0.13117305787462855,0.5936235062889685,0.9788806758183738,0.07029650413285812,1.0599000015645288
65,2026-W30,20113,0.8743093625142889,0.18076693028510665,0.5796814135230965,0.9791216702663786,0.09957534045980378,1.0882000005949521
66,2026-W31,20005,0.8732333930688678,0.21520377187883485,0.5734407047459633,0.9719953325554259,0.12099644128113879,1.0338000010960968
67,2026-W32,20308,0.8906394057900509,0.25290784372203995,0.5519535973022389,0.975609756097561,0.14528508771929824,1.0980999995808816
68,2026-W33,20235,0.8968984134057557,0.27096544775677117,0.5554859574939347,0.9777587681779298,0.15727554179566564,1.0475999988557305
69,2026-W34,20001,0.9013512078021495,0.2968065122103945,0.5320776129223183,0.9727611940298507,0.1751192315443004,1.1561000010260614
70,2026-W35,20057,0.9130091851935344,0.2921525547856459,0.5262057838275132,0.9848082035700721,0.17151739648101602,1.0645000002114102
71,2026-W36,20299,0.4891801648292446,0.0720347217723651,0.518895391158744,0.9805996472663139,0.03739071956960323,1.0347000006731832
72,2026-W37,19884,0.5277770840682093,0.14725880551301684,0.5013246350603943,0.9852459016393442,0.07957629923866269,1.0643999994499609
73,2026-W38,19995,0.5409247807911617,0.21034190449279458,0.47514717322331024,0.9820580474934036,0.11778481012658228,1.0118000009242678
74,2026-W39,20128,0.5476413580102766,0.25897119562302207,0.4664996594123658,0.9869174161896974,0.14903994566895104,1.030400000672671
75,2026-W40,20318,0.5594943032173979,0.3183985694416849,0.44296544658320236,0.9879778051787916,0.1897797252486973,1.0433000006742077
76,2026-W41,20118,0.5755743576366789,0.3585277844599471,0.4306115197502629,0.9917487356933724,0.21881606765327696,1.034099999742466
77,2026-W42,20055,0.5849387215498953,0.39004688733113596,0.4127447975911742,0.9929094776648546,0.24269208549971116,1.053699999829405
