pos,label,AUPRC,run_max,drawdown_pct
30,2025-W47,0.99615364639675,0.998160784125601,-0.20108360905095624
31,2025-W48,0.9068541024913424,0.998160784125601,-9.147492376615887
32,2025-W49,0.9973210378183324,0.998160784125601,-0.08412936278640833
33,2025-W50,0.9975601813931892,0.998160784125601,-0.06017094059029153
34,2025-W51,0.9976527898091119,0.998160784125601,-0.05089303492665141
35,2025-W52,0.9972896439913839,0.998160784125601,-0.08727453012295139
36,2026-W01,0.7077090314204495,0.998160784125601,-29.098694050537183
37,2026-W02,0.5554458811646245,0.998160784125601,-44.35306515761379
38,2026-W03,0.7917604224229317,0.998160784125601,-20.67806760044958
39,2026-W04,0.9002665642275774,0.998160784125601,-9.807460025969657
40,2026-W05,0.9096185817284799,0.998160784125601,-8.870535068624745
41,2026-W06,0.863892478969129,0.998160784125601,-13.4515708583054
42,2026-W07,0.8986576274755433,0.998160784125601,-9.968650164634898
43,2026-W08,0.911924000095213,0.998160784125601,-8.639568434451403
44,2026-W09,0.8304857332989019,0.998160784125601,-16.798400968395512
45,2026-W10,0.4663427436692181,0.998160784125601,-53.27979709423878
46,2026-W11,0.5231706263789183,0.998160784125601,-47.58653769019577
47,2026-W12,0.5222849536822163,0.998160784125601,-47.675268154344174
48,2026-W13,0.5566791474511236,0.998160784125601,-44.2295112867232
49,2026-W14,0.5380351444615533,0.998160784125601,-46.097346938662035
50,2026-W15,0.5236374928886184,0.998160784125601,-47.53976501417754
51,2026-W16,0.554221399168974,0.998160784125601,-44.47573898082186
52,2026-W17,0.5469828998167524,0.998160784125601,-45.200922685425375
53,2026-W18,0.5414166108144247,0.998160784125601,-45.75857723275403
54,2026-W19,0.9462127846993467,0.998160784125601,-5.204371906051324
55,2026-W20,0.9849784030131041,0.998160784125601,-1.3206671031506032
56,2026-W21,0.9969164455486406,0.998160784125601,-0.12466314012231447
57,2026-W22,0.9992233417073921,0.9992233417073921,0.0
58,2026-W23,0.9986897178325208,0.9992233417073921,-0.053403864040997256
59,2026-W24,0.9984463630835824,0.9992233417073921,-0.07775825397374395
60,2026-W25,0.9978788803831276,0.9992233417073921,-0.13455063229080216
61,2026-W26,0.9971472111527773,0.9992233417073921,-0.2077744251918034
62,2026-W27,0.6383897091276598,0.9992233417073921,-36.11140948360643
63,2026-W28,0.5061278676562949,0.9992233417073921,-49.347873840550555
64,2026-W29,0.8099244912437011,0.9992233417073921,-18.944598525914376
65,2026-W30,0.8917186661330594,0.9992233417073921,-10.758823486913089
66,2026-W31,0.876375715814566,0.9992233417073921,-12.294311067925422
67,2026-W32,0.8580877329443959,0.9992233417073921,-14.124530810282627
68,2026-W33,0.902296515372149,0.9992233417073921,-9.70021638702138
69,2026-W34,0.9033838415674226,0.9992233417073921,-9.591399253765106
70,2026-W35,0.9071276910361178,0.9992233417073921,-9.216723311718154
71,2026-W36,0.4765606985268547,0.9992233417073921,-52.30688889707618
72,2026-W37,0.5706957122530267,0.9992233417073921,-42.88607076793583
73,2026-W38,0.5486962739224384,0.9992233417073921,-45.08772453364925
74,2026-W39,0.5586573351635019,0.9992233417073921,-44.090844174144955
75,2026-W40,0.5254628505937382,0.9992233417073921,-47.41287271213363
76,2026-W41,0.4926434159288883,0.9992233417073921,-50.69736710842854
77,2026-W42,0.5418085782463866,0.9992233417073921,-45.77702945563823
78,2026-W43,0.5702881853131823,0.9992233417073921,-42.926855137439055
79,2026-W44,0.5892416752031846,0.9992233417073921,-41.03003296576959
80,2026-W45,0.893542452441836,0.9992233417073921,-10.576303100063408
81,2026-W46,0.9681219692784978,0.9992233417073921,-3.1125546342573234
82,2026-W47,0.9882518855971273,0.9992233417073921,-1.0979983805740272
83,2026-W48,0.9384308988588759,0.9992233417073921,-6.083969450177079
84,2026-W49,0.9980431287251197,0.9992233417073921,-0.11811303169277362
85,2026-W50,0.9977025271837896,0.9992233417073921,-0.15219965948792655
86,2026-W51,0.9990531203239231,0.9992233417073921,-0.017035369007507788
87,2026-W52,0.99916157055952,0.9992233417073921,-0.006181916023553068
88,2026-W53,0.9991583979214235,0.9992233417073921,-0.006499426430300589
