pos,label,n,AUPRC,F1,Recall,Specificity,Precision,G-Mean,infer_ms_per_tx,infer_ms_avg
52,2026-W17,19878,0.5469828998167524,0.6490461049284578,0.8421866941722538,0.918613077652043,0.5279663756870352,0.8795701854264809,1.348343794234097,6.783095855891423e-05
53,2026-W18,19974,0.5414166108144247,0.5268456375838926,0.494488188976378,0.97401625320787,0.5637342908438061,0.694002545443687,1.1559270787984133,5.78715870030246e-05
54,2026-W19,19870,0.9462127846993467,0.7313054499366286,0.5804828973843058,0.9996291587200679,0.988013698630137,0.7617529982636505,1.8859670963138342,9.491530429360012e-05
55,2026-W20,20229,0.9849784030131041,0.8893982808022922,0.8083333333333333,0.9995329285380663,0.9885350318471338,0.898863606951357,1.8449421040713787,9.120283276837109e-05
56,2026-W21,20082,0.9969164455486406,0.9658203125,0.989,0.9969080809139503,0.9437022900763359,0.9929461677371522,1.3500450877472758,6.722662522394561e-05
57,2026-W22,20105,0.9992233417073921,0.9520987654320988,1.0,0.9949323441826445,0.9085768143261075,0.9974629537895854,1.1400979710742831,5.6707185828116544e-05
58,2026-W23,20103,0.9986897178325208,0.9771825396825397,0.985,0.9983772182379731,0.969488188976378,0.9916660526429265,1.577255898155272,7.845873243571965e-05
59,2026-W24,19956,0.9984463630835824,0.9766022380467956,0.9836065573770492,0.9984193888303478,0.9696969696969697,0.990985296493301,1.5840979758650064,7.93795337675389e-05
60,2026-W25,20171,0.9978788803831276,0.9616548940464178,0.9958202716823407,0.9962527323826377,0.9297560975609757,0.9960364785616802,1.2373620411381125,6.134361415587291e-05
61,2026-W26,20063,0.9971472111527773,0.947267497603068,0.9959677419354839,0.9944418226626816,0.903107861060329,0.9952044898429457,1.0680209379643202,5.323336180851918e-05
62,2026-W27,20173,0.6383897091276598,0.6434782608695652,0.4889867841409692,0.9996490524415923,0.940677966101695,0.6991531845189446,1.0951119475066662,5.4286023274013096e-05
63,2026-W28,19923,0.5061278676562949,0.47833241908941304,0.7465753424657534,0.9584776875743317,0.35189669087974174,0.8459171400595865,1.288109109736979,6.465437482994424e-05
64,2026-W29,20103,0.8099244912437011,0.7472411981082502,0.750791974656811,0.9872102735435373,0.7437238493723849,0.8609236613517153,1.5959700103849173,7.938964385340085e-05
