pos,label,n,AUPRC,F1,G-Mean,Recall,Presicion,infer_ms_per_tx
1,2025-W18,17279,0.7665799594430388,0.7770961145194274,0.8177223366562709,0.6705882352941176,0.9238249594813615,23.699299999861978
2,2025-W19,20038,0.7751739865034812,0.7983441750443524,0.8331851797048535,0.6958762886597938,0.9361997226074896,26.342699999077013
3,2025-W20,20160,0.9994422089101253,0.993801652892562,0.9952770038804482,0.9907312049433573,0.9968911917098445,24.59629999975732
4,2025-W21,20197,0.9991659140339153,0.979253112033195,0.987114565294393,0.9752066115702479,0.9833333333333333,24.3692000003648
5,2025-W22,20225,0.9996148367870809,0.9950149551345963,0.9954953503508537,0.9910625620655412,0.998998998998999,23.007300000244868
6,2025-W23,20123,0.9996462648191722,0.9953392024857587,0.9953500135553001,0.9907216494845361,1.0,22.34130000033474
7,2025-W24,19898,0.9994358621627075,0.9895068205666316,0.9939818887337656,0.9884696016771488,0.990546218487395,23.567399999592453
8,2025-W25,20132,0.999685288725506,0.9989484752891693,0.999947866433768,1.0,0.9978991596638656,22.712300000421237
9,2025-W26,19947,0.8752340994332306,0.9097744360902256,0.978653008998937,0.9646924829157175,0.8607723577235772,26.269699999829754
10,2025-W27,20063,0.13132425474748732,0.2325925925925926,0.8007490990034536,0.6738197424892703,0.1405550581915846,23.44710000033956
11,2025-W28,20002,0.8226256646920385,0.7505668934240363,0.7855325932310904,0.6175373134328358,0.9566473988439307,30.338900000060676
12,2025-W29,20267,0.9012187519038848,0.8786407766990292,0.8907117716983003,0.793859649122807,0.9836956521739131,27.4515999990399
13,2025-W30,19810,0.9376617903885922,0.9219452390682469,0.9257450058787284,0.8571428571428571,0.9973474801061007,27.656399999614223
14,2025-W31,20260,0.9350966022943236,0.9099128188569583,0.917094609625899,0.8416965352449224,0.9901616303583978,28.96809999947436
15,2025-W32,20079,0.9457882771463761,0.9179347826086957,0.9243560307029391,0.8551898734177216,0.9906158357771261,28.53760000107286
16,2025-W33,19787,0.955791981970055,0.9215641436085067,0.9286860136781352,0.8636948135447922,0.9877450980392157,27.66169999995327
17,2025-W34,20194,0.9665225129500074,0.932061978545888,0.9367340165135474,0.8783227255709473,0.9928057553956835,27.600100000199745
18,2025-W35,20014,0.9479474110864864,0.9107573564881813,0.9416203371198053,0.8939393939393939,0.928220255653884,34.68860000066343
19,2025-W36,20052,0.49255273485500933,0.5223744292237443,0.9219578142473357,0.8951486697965572,0.36879432624113473,27.52920000057202
20,2025-W37,20062,0.487450000810954,0.35468895078922935,0.5092989119418967,0.26399447131997233,0.5403111739745403,29.20289999929082
21,2025-W38,20001,0.5249151659566134,0.5718799368088467,0.7555359000287197,0.6073825503355704,0.5402985074626866,27.35480000046664
22,2025-W39,20098,0.5613346474232378,0.6295375435106912,0.8101141389875683,0.7174159425765017,0.5608387477849971,28.207800000018324
23,2025-W40,20035,0.6243902391963398,0.6842923794712286,0.8617034234270576,0.8519511468573131,0.5717712914834067,28.910900000482798
24,2025-W41,20098,0.6439570558629041,0.6848216170572092,0.8482936205105783,0.843254484013517,0.5765061311533677,28.49890000106825
25,2025-W42,19932,0.6624394073749502,0.6934379848498676,0.8402866699537735,0.8565952649379932,0.582490033731984,27.131299999382463
26,2025-W43,19948,0.6789907716528878,0.7008108555353302,0.8362648509196887,0.8726560890171028,0.5855108530347021,27.016599999114987
27,2025-W44,22522,0.6201472041932002,0.6433041301627034,0.8173816324992437,0.7229254571026723,0.5794813979706878,35.31029999976454
28,2025-W45,23973,0.14999643340725596,0.10912190963341858,0.2552070461394587,0.06550665301944729,0.32653061224489793,32.17610000137938
