pos,label,n,AUPRC,F1,G-Mean,Recall,Presicion,infer_ms_per_tx
1,2025-W18,17279,0.8448936519155833,0.7372307692307692,0.8349590017093153,0.7047058823529412,0.7729032258064517,0.40839999928721227
2,2025-W19,20038,0.8559271968095649,0.759958071278826,0.859693875660205,0.7474226804123711,0.7729211087420043,0.39289999949687626
3,2025-W20,20160,0.8382415511826529,0.7302231237322515,0.8547778479469177,0.741503604531411,0.7192807192807192,0.42639999992388766
4,2025-W21,20197,0.8414467066867063,0.7432363450740174,0.861266458869437,0.7520661157024794,0.7346115035317861,0.3954999992856756
5,2025-W22,20225,0.8580248199431726,0.7544279559597894,0.8778104540059152,0.7825223435948362,0.7282809611829945,0.46549999933631625
6,2025-W23,20123,0.8452687332309291,0.7351509250243428,0.8746315945610444,0.7783505154639175,0.6964944649446494,0.41370000144524965
7,2025-W24,19898,0.8399591895396293,0.7416058394160584,0.8856911251836809,0.7987421383647799,0.6920980926430518,0.45309999950404745
8,2025-W25,20132,0.8584570653489683,0.7503579952267303,0.9010459691197691,0.8273684210526315,0.6864628820960699,0.40719999924476724
9,2025-W26,19947,0.7728191472122996,0.6884633348902383,0.9034674817891161,0.8394077448747153,0.5835312747426762,0.44469999920693226
10,2025-W27,20063,0.7220596380266469,0.2255813953488372,0.8822288838488045,0.8326180257510729,0.1304640215198386,0.4029000010632444
11,2025-W28,20002,0.8259027170376363,0.40371621621621623,0.9109119483080584,0.8917910447761194,0.2609170305676856,0.5120999994687736
12,2025-W29,20267,0.824428452781356,0.5119741100323625,0.8973132985403954,0.8673245614035088,0.36317722681359044,0.5780999999842606
13,2025-W30,19810,0.8719419216562165,0.6138874276696475,0.9074870360197355,0.8867781155015197,0.4694288012872084,0.46130000009725336
14,2025-W31,20260,0.862056225173083,0.6378402107111502,0.8951231508066174,0.8679808841099164,0.5041637751561415,0.612899999396177
15,2025-W32,20079,0.8729618076329292,0.6729154462019137,0.8965672265313996,0.8724050632911392,0.5476795931341386,0.4982999998901505
16,2025-W33,19787,0.8813568296649194,0.6972696245733788,0.8951210827589927,0.8756965280754393,0.5792458179756167,0.41539999983797316
17,2025-W34,20194,0.8909667895726411,0.7190527448869752,0.8948171380769616,0.8753275926619244,0.610125260960334,0.5854999999428401
18,2025-W35,20014,0.8622439206254677,0.6602044413112442,0.8961956812214008,0.8868371212121212,0.525828186412128,0.41909999890776817
19,2025-W36,20052,0.4913559956142932,0.3328623905057926,0.9011235549478115,0.9217527386541471,0.20310344827586208,0.48609999976179097
20,2025-W37,20062,0.5489369319285577,0.465452045376418,0.8854784666475267,0.9357290946786455,0.3097689315946008,0.4332000007707393
21,2025-W38,20001,0.5900711872232155,0.5262303948080044,0.8704669371899364,0.9328859060402684,0.3664783427495292,0.4915999998047482
22,2025-W39,20098,0.620097395700421,0.5623649801023308,0.8587890440740121,0.9342652058934643,0.40224463240078073,0.43709999954444356
23,2025-W40,20035,0.6438577093325701,0.6034808929247067,0.8490718452850604,0.9502532022639262,0.44213444213444214,0.5646000008709962
24,2025-W41,20098,0.659091797378024,0.6152808230730309,0.8328766271363105,0.9482713802963348,0.45537386094120585,0.4988000000594184
25,2025-W42,19932,0.6795013927953718,0.6388804841149773,0.8196893751830766,0.9521984216459978,0.4807057484348321,0.42209999992337544
